title,popularity,vote_count,vote_average,genre,release_year
The Sentinel,18.423,602,6,"Action, Thriller, Crime",2006
Greenberg,18.422,430,5.8,"Comedy, Drama, Romance",2010
Loving,18.419,784,6.7,"Drama, Romance",2016
Female Fight Squad,18.418,68,6.5,Action,2017
Paskal,18.416,55,7.7,"Action, War",2018
Amazonia: The Catherine Miles Story,18.416,117,6.2,"Adventure, Drama, Horror",1985
Police Academy: Mission to Moscow,18.415,629,4.5,"Comedy, Crime",1994
The Boondock Saints,18.415,1872,7.3,"Action, Thriller, Crime",1999
The Powerpuff Girls Movie,18.413,214,6.6,"Animation, Action, Family",2002
Flowers in the Attic,18.412,299,6.6,"Drama, Mystery, Thriller, TV Movie",2014
Klute,18.412,284,6.8,"Mystery, Thriller, Crime",1971
Shaolin,18.411,276,6.8,"Action, Drama",2011
Captain Underpants: Mega Blissmas,18.409,7,5.7,"Animation, Family, Comedy",2020
The Net,18.408,1001,5.9,"Crime, Drama, Mystery, Thriller, Action",1995
Before Sunrise,18.407,3088,8,"Drama, Romance",1995
The Librarian: Quest for the Spear,18.405,500,6.2,"Adventure, Action, Fantasy",2004
Diablo,18.404,136,4.8,"Action, Adventure, Thriller, Western",2016
Premium Rush,18.403,1727,6.3,"Crime, Action, Thriller",2012
The Promise,18.402,332,6.9,"History, Romance, Drama",2016
Flypaper,18.4,611,6.4,"Mystery, Comedy, Crime",2011
Beverly Hills Cop II,18.399,1823,6.4,"Action, Comedy, Crime",1987
Begin Again,18.393,3202,7.2,"Comedy, Music, Romance, Drama",2013
Beautiful Teacher in Torture Hell,18.385,12,5.7,Horror,1985
"Spring, Summer, Fall, Winter... and Spring",18.385,785,7.8,Drama,2003
Ricki and the Flash,18.382,620,5.8,"Comedy, Drama, Music",2015
A Grand Day Out,18.377,626,7.5,"Animation, Comedy, Family",1990
Risky Business,18.374,959,6.5,"Comedy, Romance, Drama",1983
Awake,18.372,1074,6.4,"Thriller, Crime, Mystery",2007
"Civil War (Or, Who Do We Think We Are)",18.371,1,2,Documentary,2021
Curse of the Golden Flower,18.369,556,6.8,"Action, Drama, Fantasy",2006
Incoming,18.362,60,4.5,"Action, Science Fiction, Thriller",2018
Frantz,18.361,562,7.4,"History, Drama, Romance",2016
Margin Call,18.36,1300,6.8,"Thriller, Drama",2011
A Trip to the Moon,18.356,1284,8,"Adventure, Fantasy, Science Fiction",1902
Highlander: Endgame,18.355,302,4.9,"Action, Fantasy",2000
Mr. Smith Goes to Washington,18.35,767,8,"Comedy, Drama",1939
The Golden Child,18.346,832,5.9,"Action, Adventure, Comedy, Fantasy, Mystery",1986
Crazy Safari,18.345,29,5,"Action, Comedy",1991
Berserk: The Golden Age Arc II - The Battle for Doldrey,18.344,245,7.4,"Action, Adventure, Drama, Fantasy, Animation",2012
Christmas Under Wraps,18.343,134,5.8,"TV Movie, Romance",2014
...And Justice for All,18.343,350,7.1,"Crime, Drama, Thriller",1979
Sgt. Stubby: An American Hero,18.342,101,7.4,"Animation, Adventure, Family, History, War",2018
Daylight,18.342,1197,6.1,"Action, Adventure, Thriller",1996
So Close,18.34,173,6.8,"Action, Thriller",2002
Set It Off,18.333,256,7.2,"Crime, Drama, Thriller",1996
Brotherhood of the Wolf,18.333,1144,6.7,"Adventure, Horror, Action, History",2001
Rocketman,18.332,3721,7.4,"Music, Drama, History",2019
Grace Unplugged,18.332,51,6.2,"Drama, Music",2013
U-571,18.328,916,6.4,"War, Drama, Action, Thriller",2000
Fahrenheit 451,18.321,666,5.4,"Drama, Science Fiction, Thriller",2018
The Star,18.32,417,6.1,"Comedy, Adventure, Family, Fantasy, Animation",2017
House of Flying Daggers,18.319,1225,7.3,"Adventure, Drama, Action, Romance",2004
Detective Conan: Magician of the Silver Sky,18.317,100,6.9,"Animation, Mystery",2004
Revolutionary Road,18.317,3122,7,"Drama, Romance",2008
Rabid Dogs,18.315,85,5.5,"Action, Drama, Thriller, Mystery",2015
"Dragon Ball: Fight Son Goku, Win Son Goku",18.309,5,4,"Adventure, Comedy, Fantasy",1990
Babe: Pig in the City,18.309,989,5.5,"Family, Adventure, Comedy, Drama, Fantasy",1998
Burn After Reading,18.307,3715,6.6,"Comedy, Drama",2008
Sissi,18.302,382,7.4,"Comedy, Drama, Romance",1955
The Wild Geese,18.301,186,6.9,"Action, War",1978
Lansky,18.298,61,6,"Crime, Drama, Thriller",2021
211,18.298,344,5.4,"Crime, Action, Drama",2018
Radius,18.298,453,6.6,"Fantasy, Science Fiction, Thriller",2017
A California Christmas: City Lights,18.295,96,6.7,"Romance, Comedy, Drama",2021
The Innocents,18.293,58,6.8,"Thriller, Horror, Drama",2021
Barbershop,18.293,354,6.3,"Comedy, Drama",2002
Night Watch,18.29,554,6.3,"Fantasy, Action, Thriller",2004
Point Blank,18.289,430,6.1,"Action, Thriller",2019
Billy Madison,18.289,1257,6.2,Comedy,1995
Boys Don't Cry,18.289,1026,7.5,"Crime, Drama",1999
The Girl in the Fog,18.287,842,6.8,"Crime, Thriller, Mystery",2017
Wall Street,18.287,1599,7.2,"Crime, Drama",1987
Crocodile Dundee,18.287,1447,6.4,"Adventure, Comedy",1986
Throw Momma From the Train,18.286,413,6.2,"Comedy, Crime",1987
Love Live! The School Idol Movie,18.279,38,7.6,"Animation, Music, Comedy",2015
Judgment at Nuremberg,18.278,550,8.1,"Drama, History, War",1961
Hard to Kill,18.276,458,5.9,Action,1990
Stitches,18.275,321,6.4,Horror,2012
Husk,18.274,248,5.8,"Horror, Thriller",2011
A Thousand and One Nights,18.273,32,6.8,"Animation, Drama, Fantasy",1969
Loving Annabelle,18.272,207,6.4,"Drama, Romance",2007
Gangster No. 1,18.268,148,6.5,"Action, Drama, Thriller",2000
Sound of Metal,18.267,1708,7.8,"Drama, Music",2020
Offline: Are You Ready for the Next Level?,18.267,72,5.5,"Action, Adventure, Comedy",2016
Ghost in the Shell: The New Movie,18.265,131,6.6,"Science Fiction, Animation",2015
Rumor Has It...,18.265,931,5.6,Comedy,2005
In the Name of the King: A Dungeon Siege Tale,18.263,634,4.6,"Adventure, Fantasy, Action, Drama",2007
The Silencing,18.261,353,6.5,"Action, Thriller",2020
Drumline,18.261,377,6.9,"Drama, Romance, Comedy, Music",2002
Made in Abyss: Dawn of the Deep Soul,18.258,94,8,"Animation, Adventure, Fantasy, Mystery",2020
The Calm Beyond,18.254,4,6,"Science Fiction, Thriller",2020
London Fields,18.254,182,5,"Crime, Thriller",2018
I Now Pronounce You Chuck & Larry,18.254,1834,6,"Comedy, Romance",2007
Kidnapping Stella,18.253,351,5.3,Thriller,2019
Hard Candy,18.253,2054,6.8,"Drama, Thriller",2005
Midnight Cowboy,18.252,971,7.5,Drama,1969
Wild at Heart,18.252,1203,7,"Comedy, Crime, Thriller",1990
Gangster Squad,18.247,3407,6.3,"Crime, Drama, Action, Thriller",2013
Bleed for This,18.243,625,6.8,Drama,2016
The Darker the Lake,18.242,0,0,"Crime, Thriller, Mystery",2022
War Machine,18.236,906,5.6,"Comedy, Drama, War",2017
Silkwood,18.232,236,7,"Drama, Thriller",1983
Grudge Match,18.231,1044,6,Comedy,2013
Never Sleep Again: The Elm Street Legacy,18.231,113,8,Documentary,2010
Star Trek: Insurrection,18.23,901,6.4,"Science Fiction, Action, Adventure, Thriller",1998
The Pirates! In an Adventure with Scientists!,18.229,847,6.4,"Animation, Adventure, Family, Comedy",2012
Mulan: Rise of a Warrior,18.229,340,7.5,"Adventure, Drama, Action",2009
Tamayura: Graduation Photo Part 1 - Kizashi,18.226,5,6.2,"Drama, Animation",2015
Super Monsters Furever Friends,18.224,9,6.2,"Fantasy, Animation",2019
Godzilla,18.223,643,7.6,"Thriller, Horror, Science Fiction",1954
Slaughterhouse Rulez,18.221,315,5.6,"Action, Comedy, Fantasy, Horror",2018
The Bouncer,18.219,262,6.3,"Action, Drama, Thriller",2018
Haunted Hospital: Heilstatten,18.219,190,5.3,Horror,2018
True Legend,18.218,155,6.5,"Action, Fantasy",2010
Marvel Renaissance,18.212,9,5.6,"Documentary, TV Movie",2014
The Wrestler,18.209,2852,7.5,"Drama, Romance",2008
The Long Kiss Goodnight,18.208,892,6.6,"Crime, Action, Mystery, Thriller",1996
Stuntman,18.207,14,6.5,Documentary,2018
Easy Rider,18.207,1539,7.1,"Adventure, Drama",1969
Joyeux Noel,18.206,683,7.4,"Drama, War, Romance, History",2005
The Last Castle,18.202,923,7.1,"Action, Drama, Thriller",2001
Look Who's Back,18.2,1471,6.8,Comedy,2015
Time Freak,18.194,352,6.6,"Science Fiction, Comedy, Romance",2018
Blood: The Last Vampire,18.189,229,6.8,"Animation, Fantasy, Horror",2000
The Way Way Back,18.186,1413,7.1,"Comedy, Drama",2013
Cannibal Ferox,18.185,183,5.4,"Adventure, Horror",1981
Little Nemo: Adventures in Slumberland,18.179,124,6.7,"Adventure, Animation, Family, Fantasy",1989
Winnie the Pooh: A Very Merry Pooh Year,18.177,134,6.8,"Animation, Family",2002
Kidnapping Mr. Heineken,18.176,511,6,"Drama, Action, Crime, Thriller, Mystery",2015
Underdog,18.171,556,5.4,"Family, Action, Adventure, Comedy, Fantasy",2007
Hector and the Search for Happiness,18.17,689,6.7,"Adventure, Drama, Comedy",2014
The Wraith,18.169,320,6.3,"Action, Science Fiction",1986
Last Vegas,18.168,1808,6.4,Comedy,2013
Our House,18.165,271,5.6,"Horror, Drama, Thriller",2018
Space Chimps 2: Zartog Strikes Back,18.164,80,4.6,"Animation, Family",2010
Revenge of the Nerds II: Nerds in Paradise,18.162,198,5.6,Comedy,1987
Murder on the Orient Express,18.162,1005,7.2,"Drama, Thriller, Mystery",1974
Partysaurus Rex,18.159,358,7.2,"Family, Animation, Comedy, Fantasy",2012
Journey's End,18.155,217,6.2,"War, Drama",2017
Congo,18.155,674,5.5,"Action, Adventure, Science Fiction",1995
"Dude, Where''s My Car?",18.153,1429,5.5,"Comedy, Science Fiction",2000
The Special,18.152,19,5.9,"Horror, Comedy",2020
Maya the Bee: The Honey Games,18.152,43,6.8,"Comedy, Family, Animation, Adventure",2018
Scooby-Doo! Adventures: The Mystery Map,18.152,68,8.8,"Family, Comedy, Mystery, Animation",2013
200 Pounds Beauty,18.146,248,6.8,"Drama, Comedy, Romance",2006
It Comes at Night,18.144,1899,5.8,"Drama, Horror, Mystery",2017
Game of Death,18.144,481,6.4,"Drama, Action, Thriller, Crime",1978
My Way,18.139,279,8,"Drama, Action, History, War",2011
Kim Possible,18.133,211,5.5,"Family, Action, Adventure, Comedy, TV Movie",2019
The Physician,18.126,880,7.3,"Adventure, Drama, History",2013
Sandy Wexler,18.125,424,5.6,Comedy,2017
Isle of Dogs,18.12,3782,7.9,"Adventure, Comedy, Animation",2018
Patton,18.12,804,7.5,"War, Drama, History",1970
Ghost in the Shell Arise - Border 4: Ghost Stands Alone,18.115,89,6.9,"Action, Animation, Science Fiction, Crime",2014
Cannonball Run II,18.115,230,5.5,"Action, Comedy",1984
An American Crime,18.113,498,7.3,"Crime, Drama",2007
Demon Slayer,18.112,9,7.4,"Comedy, Horror",2003
Domino,18.112,992,6,"Action, Crime",2005
The Twilight Samurai,18.099,222,7.8,"Drama, Romance, History",2002
Small Fry,18.097,429,6.9,"Animation, Family, Comedy",2011
When Dinosaurs Ruled the Earth,18.097,70,6.2,"Adventure, Fantasy, Science Fiction",1970
Sword Master,18.091,80,6.4,Action,2016
Dark Desire,18.089,10,5.3,"TV Movie, Crime, Mystery, Thriller",2012
National Lampoon Presents Dorm Daze,18.086,109,5,Comedy,2003
Elizabeth: The Golden Age,18.086,999,6.7,"Drama, History, Romance",2007
The Longest Yard,18.085,193,6.7,"Crime, Comedy, Drama",1974
First Kill,18.084,449,5.7,"Action, Thriller, Crime",2017
The Guardian Brothers,18.084,111,5.8,"Animation, Family, Fantasy",2016
Into the Inferno,18.082,148,7.1,Documentary,2016
The Devil Inside,18.079,645,4.8,"Thriller, Horror",2012
Tom and Jerry: A Nutcracker Tale,18.075,96,6.9,"Animation, Family, Comedy",2007
The Three Musketeers,18.075,730,6.4,"Action, Adventure, Comedy",1993
Star Trek V: The Final Frontier,18.075,883,5.7,"Science Fiction, Action, Adventure, Thriller",1989
Five Nights at Freddy's: The Fan Movie,18.072,3,4.3,"Horror, Thriller",2017
Maverick,18.069,1190,6.8,"Action, Adventure, Comedy, Drama, Western",1994
A Perfect Murder,18.066,1050,6.5,"Crime, Thriller, Drama",1998
The Bad Batch,18.062,845,5.2,"Drama, Horror, Science Fiction",2017
Dope,18.06,1226,7.1,"Crime, Drama, Comedy",2015
Black Knight,18.06,877,5.4,"Comedy, Fantasy, Adventure",2001
Cosmic Sex,18.059,18,5.3,"Drama, Romance",2015
Along Came Polly,18.055,2346,6,"Comedy, Romance",2004
Buffy the Vampire Slayer,18.053,602,5.6,"Action, Comedy, Horror",1992
Kill Chain,18.049,95,5.3,Thriller,2020
Blindness,18.044,1022,6.5,"Drama, Mystery, Science Fiction, Thriller",2008
The Beast,18.04,110,5.5,"Horror, Drama, Fantasy",1975
Belzebuth,18.037,123,6.7,"Horror, Fantasy",2019
Leaving Las Vegas,18.036,1045,7.2,"Drama, Romance",1995
The Astronaut's Wife,18.034,720,5.6,"Drama, Science Fiction, Thriller",1999
Soldier Boy,18.031,5,8.1,"War, Drama",2019
Lean on Pete,18.031,253,6.9,"Drama, Adventure",2018
The Purity of Vengeance,18.024,341,7.2,"Crime, Thriller, Mystery, Drama",2018
Journey to the West: The Demons Strike Back,18.024,60,6.1,"Adventure, Fantasy, Action",2017
Thoroughbred,18.024,10,6.6,Thriller,2016
Honey: Rise Up and Dance,18.02,73,7,"Music, Drama",2018
Gasoline Alley,18.018,12,4.9,"Thriller, Crime, Mystery",2022
Ella Bella Bingo,18.018,52,6.5,"Animation, Family",2020
Ju-on: The Grudge 2,18.018,227,6.3,"Horror, Thriller",2003
Lucy and Desi,18.016,6,7.8,Documentary,2022
The Hole in the Ground,18.016,519,5.6,Horror,2019
Driven,18.015,148,6.3,"Thriller, History",2019
The Messengers,18.015,637,5.7,"Mystery, Thriller, Horror",2007
Barely Legal,18.014,223,6.2,Comedy,2005
The Bridges of Madison County,18.014,1631,7.7,"Drama, Romance",1995
The Lazarus Effect,18.012,1174,5.2,"Horror, Thriller, Mystery, Science Fiction",2015
Dark Waters,18.011,1441,7.5,"Drama, Thriller, History",2019
Ben & Jody,18.01,3,6.5,"Action, Adventure",2022
Operation Hyacinth,18.009,30,6.7,Thriller,2021
Invasion: Planet Earth,18.005,71,5.5,"Action, Adventure, Science Fiction",2019
Critters 3,18.003,258,5.1,"Comedy, Horror, Science Fiction",1991
Day of the Dead,18.003,900,7,"Horror, Thriller",1985
Hercules in New York,18,205,4.1,Comedy,1970
The Guilty,17.99,1287,7.3,"Drama, Thriller",2018
Ragnarok,17.988,167,5.6,"Action, Adventure",2013
Detective Conan: Crossroad in the Ancient Capital,17.985,101,7,"Mystery, Animation",2003
Breaking Surface,17.981,273,6.7,"Thriller, Drama, Action",2020
The Borrowers,17.975,383,6,"Adventure, Fantasy, Action, Comedy, Family",1997
Glory,17.97,1188,7.5,"Drama, History, War",1989
Apollo 10½:  A Space Age Childhood,17.968,0,0,"Adventure, Animation, Comedy",2022
Dark Angel,17.968,203,6,"Action, Thriller, Science Fiction, Crime, Horror",1990
We Die Young,17.966,216,6.9,"Drama, Action, Crime, Thriller",2019
Wild Rose,17.965,241,6.8,"Music, Comedy, Drama",2019
Puella Magi Madoka Magica the Movie Part I: Beginnings,17.965,84,7.5,"Thriller, Animation, Fantasy",2012
Mickey's Twice Upon a Christmas,17.965,312,7.1,"Animation, Family",2004
Balto III: Wings of Change,17.962,276,6.7,"Family, Adventure, Animation",2004
The Gendarme and the Gendarmettes,17.959,429,6,Comedy,1982
The Pool,17.958,161,5.8,"Thriller, Horror",2018
Life of Crime,17.958,309,5.7,"Comedy, Crime",2013
The Back-Up Plan,17.956,1196,6.1,"Comedy, Romance",2010
El Angel,17.955,447,7.4,"Drama, Crime",2018
The Marine 2,17.952,160,6.1,Action,2009
Call of Heroes,17.951,60,6.4,"Adventure, Action",2016
Mickey Blue Eyes,17.949,436,5.6,"Comedy, Crime, Romance",1999
Kids,17.948,830,6.9,"Drama, Crime",1995
Show Dogs,17.946,196,6,"Adventure, Crime, Family, Comedy",2018
Another Gay Movie,17.94,143,6,"Comedy, Romance",2006
Adventures of Arsène Lupin,17.94,273,5.2,"Romance, Action, Adventure, Crime, Mystery",2004
Mutiny on the Bounty,17.94,214,7,"Adventure, Drama, History",1962
100 Things,17.938,200,6.7,Comedy,2018
Open Water 2: Adrift,17.937,547,5.5,"Drama, Horror, Thriller",2006
Help! I'm a Fish,17.936,302,6.7,"Adventure, Animation, Comedy",2000
Last Holiday,17.933,517,7,"Adventure, Comedy, Drama",2006
Unstable Fables: 3 Pigs & a Baby,17.932,43,6,"Family, Animation, Comedy",2008
Almost Friends,17.931,213,6.5,"Drama, Comedy",2017
Glass Houses,17.928,9,6.1,"Thriller, TV Movie",2020
The Keeper of Lost Causes,17.926,561,7.1,"Thriller, Mystery, Crime",2013
The Pink Panther 2,17.925,899,5.7,"Comedy, Mystery",2009
Awake,17.924,91,5.2,Thriller,2019
Hellraiser III: Hell on Earth,17.924,521,5.6,Horror,1992
Around the World in Eighty Days,17.922,349,6.7,"Adventure, Comedy, Family, Fantasy, Romance",1956
3 Days to Kill,17.92,1783,6.1,"Action, Drama, Thriller",2014
Power Rangers Super Megaforce: The Legendary Battle,17.913,19,6.9,"Action, Adventure, Science Fiction",2015
Becoming,17.908,46,5.5,"Science Fiction, Drama, Thriller, Horror",2020
2-Headed Shark Attack,17.907,182,4.1,"Horror, Action, Thriller, Science Fiction",2012
Eraserhead,17.903,1843,7.5,"Fantasy, Horror",1977
Jackie,17.902,2003,6.4,Drama,2016
Heart of Batman,17.894,2,4,Documentary,2018
Silenced,17.894,341,8.2,Drama,2011
The Current War,17.893,817,6.6,"Drama, History",2017
Salma's Big Wish,17.893,104,6.9,"Animation, Family, Fantasy",2019
Navy Seals vs. Zombies,17.889,125,4.6,"Horror, Action",2015
Gabriel,17.886,327,6,"Fantasy, Horror, Action, Science Fiction",2007
Three Colors: White,17.88,832,7.5,"Comedy, Drama, Mystery",1994
Beyond the Edge,17.879,126,5.6,"Adventure, Fantasy, Action",2018
"Good Morning, Vietnam",17.878,2051,7.4,"Comedy, Drama, War",1987
God of War,17.876,52,5.8,"Action, History",2017
Milk Money,17.874,205,6.3,"Comedy, Romance",1994
Bullitt,17.873,795,7.2,"Action, Crime, Drama, Thriller",1968
The Killer,17.865,536,7.7,"Action, Crime, Drama, Thriller",1989
Five Children and It,17.864,186,5.5,"Adventure, Fantasy, Drama, Science Fiction, Family",2004
Run the Tide,17.862,44,5.7,Drama,2016
A Ghost Story,17.861,1831,7.1,"Drama, Fantasy",2017
Inside,17.861,555,6.7,Horror,2007
Cinderella and the Secret Prince,17.859,48,6.8,"Animation, Adventure, Family, Fantasy",2018
Play or Die,17.858,122,5.5,"Horror, Mystery",2019
Rape Zombie: Lust of the Dead,17.858,104,6.2,"Comedy, Horror",2012
The Cabinet of Dr. Caligari,17.858,1075,8,"Drama, Horror, Thriller, Crime",1920
The Show,17.848,18,5.7,"Drama, Fantasy, Mystery",2021
JoJo's Bizarre Adventure: Diamond Is Unbreakable – Chapter 1,17.846,59,7,"Action, Adventure, Fantasy, Thriller",2017
The Land Before Time IV: Journey Through the Mists,17.846,274,6.2,"Animation, Adventure, Family",1996
Reindeer Games,17.846,496,5.6,"Thriller, Action, Crime, Drama",2000
Win a Date with Tad Hamilton!,17.842,420,5.7,"Comedy, Romance",2004
A Royal Winter,17.839,140,7.2,"TV Movie, Romance",2017
Madea's Big Happy Family,17.836,112,6.9,"Comedy, Drama",2011
Blade Runner: Black Out 2022,17.835,273,7.3,"Action, Animation, Science Fiction",2017
The Phantom of the Opera,17.835,1290,7.3,"Thriller, Drama, Romance",2004
Piglet's Big Movie,17.833,272,6.7,"Animation, Family",2003
King Kong vs. Godzilla,17.831,169,6.9,"Action, Adventure, Science Fiction",1963
Open Range,17.831,804,7.2,Western,2003
Porno Girls,17.829,3,4.8,Crime,1977
Disclosure,17.824,910,6.2,"Thriller, Drama, Crime",1994
Grave Encounters,17.823,1146,6.3,"Thriller, Horror",2011
The Man Who Shot Liberty Valance,17.822,797,7.8,Western,1962
Analyze This,17.82,1432,6.5,"Comedy, Crime",1999
Poltergeist III,17.817,354,5.2,"Horror, Thriller",1988
Bewitched,17.817,1274,5,"Comedy, Fantasy, Romance",2005
Under Siege,17.815,1144,6.2,"Action, Thriller",1992
Always Be My Maybe,17.814,1080,6.7,"Romance, Comedy",2019
Burn Out,17.814,300,6.8,"Action, Thriller",2018
Solaris,17.814,1174,7.9,"Drama, Science Fiction, Mystery",1972
The Shipping News,17.813,286,6.3,"Drama, Romance",2001
The Domestics,17.807,340,6.2,"Thriller, Horror",2018
Guess Who,17.804,725,5.9,"Comedy, Romance",2005
"Definitely, Maybe",17.804,1991,6.9,"Comedy, Romance",2008
The Fear of God: 25 Years of The Exorcist,17.803,16,6.8,Documentary,1998
Chocolat,17.803,2748,6.9,"Comedy, Drama, Romance",2000
The Wolverine,17.802,8109,6.4,"Action, Science Fiction, Adventure, Fantasy",2013
Lion of the Desert,17.801,119,7.3,"Action, History, War",1981
A Troll in Central Park,17.8,111,5,"Fantasy, Animation, Science Fiction, Family",1994
Miss Americana,17.799,414,7.9,"Documentary, Music",2020
Kate & Leopold,17.798,1090,6.3,"Comedy, Fantasy, Romance",2001
Your Friend the Rat,17.796,256,6.7,"Animation, Family",2007
Fair Game,17.794,224,4.9,"Action, Thriller, Romance",1995
